"","chemical","program","Year","state","measurements","type","value","carcinogen","hormone_disruptor","neurotoxins","developmental_or_reproductive_toxins","bee_toxins","toxicity_human_bee"
"122","ALKYL._DIM._BENZ._AM","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"123","ALKYL._DIM._BENZ._AM","SURVEY",2019,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"124","ALKYL._DIM._BENZ._AM","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"125","ALKYL._DIM._BENZ._AM","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"126","AMMONIUM_PELARGONATE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"127","AMMONIUM_PELARGONATE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"128","AMMONIUM_PELARGONATE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"129","AMMONIUM_PELARGONATE","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"130","AMMONIUM_PELARGONATE","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","HERBICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"131","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"132","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"133","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"134","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"135","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"136","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"137","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"138","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"139","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"140","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"141","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"142","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"143","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"144","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"145","AUREOBASIDIUM_PULLULANS_DSM_14940","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"146","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"147","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"148","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"149","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"150","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"151","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"152","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"153","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"154","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"155","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"156","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"157","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"158","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"159","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"160","AUREOBASIDIUM_PULLULANS_DSM_14941","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","OTHER",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"161","AZADIRACHTIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",800,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"162","AZADIRACHTIN","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",25,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"163","AZADIRACHTIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.034,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"164","AZADIRACHTIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",600,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"165","AZADIRACHTIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.9,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"166","AZADIRACHTIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",2.7,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"167","AZADIRACHTIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","INSECTICIDE",1.8,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"168","AZADIRACHTIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.067,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"169","AZADIRACHTIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.037,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"170","AZADIRACHTIN","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",29,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"171","AZADIRACHTIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","INSECTICIDE",0.032,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"172","AZADIRACHTIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.06,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"173","AZADIRACHTIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","INSECTICIDE",0.091,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"174","AZADIRACHTIN","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","INSECTICIDE",59,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"175","AZADIRACHTIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","INSECTICIDE",1500,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"176","AZOXYSTROBIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.298,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"177","AZOXYSTROBIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",2300,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"178","AZOXYSTROBIN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"179","AZOXYSTROBIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.227,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"180","AZOXYSTROBIN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"181","AZOXYSTROBIN","SURVEY",2019,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",29,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"182","AZOXYSTROBIN","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",22,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"183","AZOXYSTROBIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",1100,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"184","AZOXYSTROBIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.213,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"185","AZOXYSTROBIN","SURVEY",2016,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",95,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"186","AZOXYSTROBIN","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",4.123,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"187","AZOXYSTROBIN","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.858,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"188","AZOXYSTROBIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",5500,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"189","AZOXYSTROBIN","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",10,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"190","AZOXYSTROBIN","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.4,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"191","AZOXYSTROBIN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.255,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"192","AZOXYSTROBIN","SURVEY",2018,"FLORIDA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"193","AZOXYSTROBIN","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",12000,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"194","AZOXYSTROBIN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",2.2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"195","AZOXYSTROBIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.28,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"196","AZOXYSTROBIN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.114,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"197","AZOXYSTROBIN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"198","AZOXYSTROBIN","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"199","AZOXYSTROBIN","SURVEY",2016,"FLORIDA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",2600,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"200","AZOXYSTROBIN","SURVEY",2018,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"201","AZOXYSTROBIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0.205,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"202","AZOXYSTROBIN","SURVEY",2019,"FLORIDA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",4.8,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"203","AZOXYSTROBIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",2.2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"204","AZOXYSTROBIN","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",34,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"205","AZOXYSTROBIN","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0.447,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"206","BACILLUS_AMYLOLIQUEFACIENS_MBI_600","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"207","BACILLUS_AMYLOLIQUEFACIENS_MBI_600","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"208","BACILLUS_AMYLOLIQUEFACIENS_MBI_600","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"209","BACILLUS_AMYLOLIQUEFACIENS_MBI_600","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"210","BACILLUS_AMYLOLIQUEFACIENS_MBI_600","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"211","BACILLUS_AMYLOLIQUEFACIENS_MBI_600","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"212","BACILLUS_AMYLOLIQUEFACIENS_MBI_600","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"213","BACILLUS_AMYLOLIQUEFACIENS_MBI_600","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"214","BACILLUS_AMYLOLIQUEFACIENS_MBI_600","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"215","BACILLUS_AMYLOLIQUEFACIENS_MBI_600","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"216","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"217","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"218","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"219","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.5,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"220","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2016,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",8,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"221","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2019,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",26,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"222","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"223","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"224","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.1,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"225","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"226","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"227","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"228","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / APPLICATION","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"229","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2019,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN NUMBER","FUNGICIDE",1.2,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"230","BACILLUS_AMYLOLIQUEFACIENS_STRAIN_D747","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",14,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"231","BACILLUS_PUMILUS","SURVEY",2018,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"232","BACILLUS_PUMILUS","SURVEY",2016,"CALIFORNIA"," APPLICATIONS ,  MEASURED IN LB / ACRE / YEAR","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
"233","BACILLUS_PUMILUS","SURVEY",2018,"CALIFORNIA"," TREATED ,  MEASURED IN PCT OF AREA BEARING","FUNGICIDE",0,"UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN",0
